,fiyat,sehir,metrekare,Bulunduğu Kat,Oda Sayısı,Bina Yaş,Isıtma Tipi,Binanın Kat Sayısı
4320,1150000.0,gaziantep,65.0,1.0,2.0,7.0,Merkezi Doğalgaz,4
4330,1050000.0,gaziantep,50.0,2.0,2.0,7.0,Kombi Doğalgaz,4
4356,679000.0,gaziantep,55.0,1.0,2.0,7.0,Kombi Doğalgaz,3
4445,950000.0,gaziantep,45.0,1.0,2.0,7.0,Klimalı,3
4485,2250000.0,gaziantep,90.0,1.0,2.0,7.0,Kombi Doğalgaz,4
4493,700000.0,gaziantep,75.0,1.0,2.0,13.0,Kombi Doğalgaz,5
4524,750000.0,gaziantep,75.0,1.0,2.0,7.0,Kombi Doğalgaz,5
4535,650000.0,gaziantep,65.0,1.0,2.0,7.0,Kombi Doğalgaz,4
4554,2200000.0,gaziantep,65.0,1.0,2.0,7.0,Klimalı,4
4737,1780000.0,kocaeli,50.0,1.0,2.0,7.0,Kombi Doğalgaz,7
4776,1295000.0,kocaeli,65.0,1.0,2.0,13.0,Sobalı,2
4794,3150000.0,kocaeli,85.0,5.0,2.0,7.0,Yerden Isıtma,6
4797,1625000.0,kocaeli,37.0,1.0,2.0,0.0,Kombi Doğalgaz,5
4798,1790000.0,kocaeli,33.0,5.0,2.0,0.0,Kombi Doğalgaz,5
4856,1850000.0,kocaeli,58.0,2.0,2.0,0.0,Kombi Doğalgaz,2
4930,1640000.0,kocaeli,40.0,1.0,2.0,0.0,Kombi Doğalgaz,5
4932,1500000.0,kocaeli,38.0,2.0,2.0,0.0,Kombi Doğalgaz,5
4936,1100000.0,kocaeli,70.0,1.0,2.0,13.0,Kombi Doğalgaz,5
4938,1500000.0,kocaeli,38.0,2.0,2.0,0.0,Kombi Doğalgaz,5
4943,1650000.0,kocaeli,40.0,1.0,2.0,0.0,Kombi Doğalgaz,4
4959,1575000.0,kocaeli,55.0,1.0,2.0,7.0,Kombi Doğalgaz,5
4988,2250000.0,kocaeli,50.0,1.0,2.0,0.0,Kombi Doğalgaz,5
4991,1350000.0,kocaeli,50.0,1.0,2.0,13.0,Kombi Doğalgaz,5
4996,2300000.0,kocaeli,50.0,5.0,2.0,0.0,Kombi Doğalgaz,5
5021,1300000.0,kocaeli,55.0,1.0,2.0,13.0,Kombi Doğalgaz,3
5035,11500004.0,kocaeli,45.0,1.0,2.0,25.0,Kombi Doğalgaz,6
5119,1690000.0,kocaeli,70.0,1.0,2.0,0.0,Kombi Doğalgaz,6
5126,1750000.0,kocaeli,60.0,2.0,2.0,0.0,Kombi Doğalgaz,5
5135,845000.0,kocaeli,55.0,2.0,2.0,25.0,Sobalı,2
5209,1750000.0,kocaeli,45.0,1.0,2.0,7.0,Kombi Doğalgaz,4
5220,1490000.0,kocaeli,50.0,1.0,2.0,7.0,Kombi Doğalgaz,3
5304,1400000.0,kocaeli,60.0,1.0,2.0,7.0,Kombi Doğalgaz,4
5375,3250000.0,kocaeli,62.0,2.0,2.0,0.0,Kombi Doğalgaz,5
5386,,,,,,,Kombi Doğalgaz,3
5387,,,,,,,Kombi Doğalgaz,5
5388,,,,,,,Kombi Doğalgaz,5
5391,,,,,,,Sobalı,2
5392,,,,,,,Kombi Doğalgaz,4
5394,,,,,,,Kombi Doğalgaz,5
5395,,,,,,,Kombi Doğalgaz,4
5396,,,,,,,Yerden Isıtma,2
5397,,,,,,,Kombi Doğalgaz,4
5398,,,,,,,Sobalı,2
5399,,,,,,,Sobalı,2
5400,,,,,,,Merkezi Doğalgaz,4
5401,,,,,,,Kombi Doğalgaz,4
5402,,,,,,,Kombi Doğalgaz,3
5403,,,,,,,Kombi Doğalgaz,5
5404,,,,,,,Kombi Doğalgaz,5
5405,,,,,,,Merkezi Doğalgaz,6
5406,,,,,,,Kombi Doğalgaz,3
5408,,,,,,,Kombi Doğalgaz,5
5409,,,,,,,Kombi Doğalgaz,5
5410,,,,,,,Kombi Doğalgaz,5
5411,,,,,,,Kombi Doğalgaz,4
5412,,,,,,,Kombi Doğalgaz,4
5413,,,,,,,Kombi Doğalgaz,3
5414,,,,,,,Kombi Doğalgaz,5
5415,,,,,,,Yerden Isıtma,3
5417,,,,,,,Kombi Doğalgaz,5
5418,,,,,,,Merkezi Doğalgaz,4
5420,,,,,,,Kombi Doğalgaz,3
5421,,,,,,,Kombi Doğalgaz,5
5422,,,,,,,Kombi Doğalgaz,4
5424,,,,,,,Kombi Doğalgaz,3
5425,,,,,,,Kombi Doğalgaz,5
5426,,,,,,,Kombi Doğalgaz,4
5427,,,,,,,Kombi Doğalgaz,4
5428,,,,,,,Kombi Doğalgaz,4
5429,,,,,,,Kombi Doğalgaz,5
5430,,,,,,,Kombi Doğalgaz,4
5431,,,,,,,Kombi Doğalgaz,5
5432,,,,,,,Kombi Doğalgaz,3
5433,,,,,,,Kombi Doğalgaz,4
5434,,,,,,,Kombi Doğalgaz,2
5435,,,,,,,Kombi Doğalgaz,4
5436,,,,,,,Kombi Doğalgaz,2
5437,,,,,,,Kombi Doğalgaz,5
5438,,,,,,,Kombi Doğalgaz,4
5440,,,,,,,Kombi Doğalgaz,3
5441,,,,,,,Kombi Doğalgaz,3
5442,,,,,,,Kombi Doğalgaz,3
5443,,,,,,,Yerden Isıtma,5
5444,,,,,,,Kombi Doğalgaz,4
5445,,,,,,,Sobalı,2
5447,,,,,,,Sobalı,2
5448,,,,,,,Kombi Doğalgaz,5
5449,,,,,,,Kombi Doğalgaz,4
5450,,,,,,,Kombi Doğalgaz,3
5451,,,,,,,Kombi Doğalgaz,3
5452,,,,,,,Kombi Doğalgaz,5
5453,,,,,,,Merkezi Doğalgaz,2
5454,,,,,,,Kombi Doğalgaz,5
5455,,,,,,,Kombi Doğalgaz,4
5456,,,,,,,Kombi Doğalgaz,5
5457,,,,,,,Kombi Doğalgaz,4
5458,,,,,,,Kombi Doğalgaz,2
5459,,,,,,,Kombi Doğalgaz,3
5460,,,,,,,Kombi Doğalgaz,3
5461,,,,,,,Kombi Doğalgaz,4
5463,,,,,,,Kombi Doğalgaz,4
5464,,,,,,,Sobalı,2
5465,,,,,,,Merkezi Doğalgaz,3
5466,,,,,,,Kombi Doğalgaz,4
5467,,,,,,,Kombi Doğalgaz,4
5468,,,,,,,Kombi Doğalgaz,6
5469,,,,,,,Kombi Doğalgaz,3
5471,,,,,,,Kombi Doğalgaz,4
5474,,,,,,,Merkezi Doğalgaz,3
5475,,,,,,,Kombi Doğalgaz,4
5476,,,,,,,Kombi Doğalgaz,4
5477,,,,,,,Klimalı,3
5478,,,,,,,Kombi Doğalgaz,2
5479,,,,,,,Kombi Doğalgaz,2
5480,,,,,,,Kombi Doğalgaz,4
5481,,,,,,,Kombi Doğalgaz,4
5482,,,,,,,Sobalı,2
5483,,,,,,,Kombi Doğalgaz,3
5484,,,,,,,Kombi Doğalgaz,4
5485,,,,,,,Kombi Doğalgaz,2
5486,,,,,,,Kombi Doğalgaz,5
5487,,,,,,,Kombi Doğalgaz,4
5489,,,,,,,Kombi Doğalgaz,4
5490,,,,,,,Kombi Doğalgaz,2
5491,,,,,,,Kombi Doğalgaz,5
5492,,,,,,,Kombi Doğalgaz,3
5494,,,,,,,Kombi Doğalgaz,4
5495,,,,,,,Kombi Doğalgaz,3
5496,,,,,,,Kombi Doğalgaz,3
5497,,,,,,,Kombi Doğalgaz,3
5498,,,,,,,Kombi Doğalgaz,3
5499,,,,,,,Kombi Doğalgaz,5
5500,,,,,,,Kombi Doğalgaz,5
5501,,,,,,,Kombi Doğalgaz,5
5502,,,,,,,Kombi Doğalgaz,5
5503,,,,,,,Kombi Doğalgaz,3
5504,,,,,,,Kombi Doğalgaz,4
5505,,,,,,,Sobalı,2
5506,,,,,,,Kombi Doğalgaz,7
5507,,,,,,,Kombi Doğalgaz,4
5508,,,,,,,Kombi Doğalgaz,4
5509,,,,,,,Kombi Doğalgaz,3
5510,,,,,,,Kombi Doğalgaz,4
5511,,,,,,,Kombi Doğalgaz,3
5512,,,,,,,Kombi Doğalgaz,4
5513,,,,,,,Kombi Doğalgaz,4
5515,,,,,,,Kombi Doğalgaz,4
5516,,,,,,,Kombi Doğalgaz,3
5517,,,,,,,Kombi Doğalgaz,4
5518,,,,,,,Kombi Doğalgaz,4
5519,,,,,,,Sobalı,2
5520,,,,,,,Kombi Doğalgaz,4
5521,,,,,,,Kombi Doğalgaz,3
5522,,,,,,,Kombi Doğalgaz,4
5523,,,,,,,Kombi Doğalgaz,3
5524,,,,,,,Kombi Doğalgaz,5
5525,,,,,,,Kombi Doğalgaz,3
5526,,,,,,,Kombi Doğalgaz,4
5527,,,,,,,Kombi Doğalgaz,4
5528,,,,,,,Kombi Doğalgaz,4
5529,,,,,,,Kombi Doğalgaz,6
5530,,,,,,,Kombi Doğalgaz,4
5531,,,,,,,Kombi Doğalgaz,3
5532,,,,,,,Kombi Doğalgaz,3
5533,,,,,,,Kombi Doğalgaz,3
5534,,,,,,,Kombi Doğalgaz,5
5535,,,,,,,Kombi Doğalgaz,3
5536,,,,,,,Kombi Doğalgaz,5
5537,,,,,,,Kombi Doğalgaz,3
5538,,,,,,,Kombi Doğalgaz,4
5539,,,,,,,Kombi Doğalgaz,4
5540,,,,,,,Kombi Doğalgaz,2
5541,,,,,,,Kombi Doğalgaz,4
5542,,,,,,,Kombi Doğalgaz,3
5543,,,,,,,Kombi Doğalgaz,4
5544,,,,,,,Kombi Doğalgaz,4
5545,,,,,,,Kombi Doğalgaz,4
5546,,,,,,,Kombi Doğalgaz,4
5547,,,,,,,Kombi Doğalgaz,4
5550,,,,,,,Kombi Doğalgaz,5
5551,,,,,,,Kombi Doğalgaz,4
5552,,,,,,,Kombi Doğalgaz,4
5553,,,,,,,Kombi Doğalgaz,3
5555,,,,,,,Kombi Doğalgaz,4
5557,,,,,,,Kombi Doğalgaz,4
5559,,,,,,,Kombi Doğalgaz,4
5561,,,,,,,Sobalı,2
5562,,,,,,,Kombi Doğalgaz,4
5563,,,,,,,Kombi Doğalgaz,4
5564,,,,,,,Klimalı,3
5565,,,,,,,Kombi Doğalgaz,3
5566,,,,,,,Kombi Doğalgaz,4
5567,,,,,,,Kombi Doğalgaz,4
5568,,,,,,,Kombi Doğalgaz,4
5569,,,,,,,Kombi Doğalgaz,4
5570,,,,,,,Kombi Doğalgaz,3
5572,,,,,,,Sobalı,2
5573,,,,,,,Kombi Doğalgaz,4
5574,,,,,,,Kombi Doğalgaz,2
5575,,,,,,,Kombi Doğalgaz,4
5576,,,,,,,Kombi Doğalgaz,4
5577,,,,,,,Kombi Doğalgaz,4
5578,,,,,,,Kombi Doğalgaz,4
5579,,,,,,,Kombi Doğalgaz,3
5580,,,,,,,Kombi Doğalgaz,4
5581,,,,,,,Kombi Doğalgaz,3
5582,,,,,,,Yerden Isıtma,2
5584,,,,,,,Kombi Doğalgaz,3
5585,,,,,,,Kombi Doğalgaz,4
5586,,,,,,,Kombi Doğalgaz,4
5587,,,,,,,Kombi Doğalgaz,4
5588,,,,,,,Kombi Doğalgaz,3
5589,,,,,,,Kombi Doğalgaz,4
5590,,,,,,,Kombi Doğalgaz,2
5591,,,,,,,Kombi Doğalgaz,2
5592,,,,,,,Kombi Doğalgaz,5
5593,,,,,,,Kombi Doğalgaz,3
5594,,,,,,,Kombi Doğalgaz,3
5595,,,,,,,Kombi Doğalgaz,5
5596,,,,,,,Kombi Doğalgaz,3
5597,,,,,,,Sobalı,2
5600,,,,,,,Kombi Doğalgaz,3
5604,,,,,,,Kombi Doğalgaz,3
5606,,,,,,,Sobalı,2
5607,,,,,,,Kombi Doğalgaz,4
5608,,,,,,,Kombi Doğalgaz,5
5610,,,,,,,Sobalı,2
5611,,,,,,,Sobalı,2
5612,,,,,,,Kombi Doğalgaz,4
5613,,,,,,,Kombi Doğalgaz,4
5614,,,,,,,Kombi Doğalgaz,4
5615,,,,,,,Kombi Doğalgaz,4
5620,,,,,,,Kombi Doğalgaz,3
5621,,,,,,,Kombi Doğalgaz,3
5622,,,,,,,Yerden Isıtma,4
5623,,,,,,,Kombi Doğalgaz,5
5624,,,,,,,Kombi Doğalgaz,2
5625,,,,,,,Kombi Doğalgaz,6
5626,,,,,,,Yerden Isıtma,5
5627,,,,,,,Kombi Doğalgaz,5
5629,,,,,,,Yerden Isıtma,2
5630,,,,,,,Kombi Doğalgaz,4
5631,,,,,,,Kombi Doğalgaz,5
5632,,,,,,,Yerden Isıtma,3
5633,,,,,,,Merkezi Doğalgaz,5
5634,,,,,,,Kombi Doğalgaz,5
5635,,,,,,,Kombi Doğalgaz,4
5636,,,,,,,Kombi Doğalgaz,4
5637,,,,,,,Kombi Doğalgaz,5
5638,,,,,,,Kombi Doğalgaz,3
5639,,,,,,,Kombi Doğalgaz,3
5640,,,,,,,Kombi Doğalgaz,5
5641,,,,,,,Kombi Doğalgaz,3
5642,,,,,,,Kombi Doğalgaz,2
5643,,,,,,,Yerden Isıtma,3
5644,,,,,,,Kombi Doğalgaz,5
5645,,,,,,,Kombi Doğalgaz,2
5646,,,,,,,Kombi Doğalgaz,5
5647,,,,,,,Kombi Doğalgaz,5
5648,,,,,,,Kombi Doğalgaz,4
5649,,,,,,,Kombi Doğalgaz,5
5650,,,,,,,Klimalı,4
5651,,,,,,,Kombi Doğalgaz,5
5653,,,,,,,Kombi Doğalgaz,2
5654,,,,,,,Kombi Doğalgaz,7
5655,,,,,,,Kombi Doğalgaz,7
5657,,,,,,,Kombi Doğalgaz,5
5658,,,,,,,Kombi Doğalgaz,5
5659,,,,,,,Kombi Doğalgaz,4
5660,,,,,,,Kombi Doğalgaz,5
5661,,,,,,,Kombi Doğalgaz,3
5662,,,,,,,Kombi Doğalgaz,4
5663,,,,,,,Kombi Doğalgaz,5
5664,,,,,,,Kombi Doğalgaz,4
5665,,,,,,,Merkezi Doğalgaz,7
5666,,,,,,,Kombi Doğalgaz,4
5667,,,,,,,Kombi Doğalgaz,4
5668,,,,,,,Kombi Doğalgaz,5
5669,,,,,,,Kombi Doğalgaz,5
5670,,,,,,,Kombi Doğalgaz,5
5671,,,,,,,Kombi Doğalgaz,6
5672,,,,,,,Kombi Doğalgaz,6
5673,,,,,,,Kombi Doğalgaz,6
5674,,,,,,,Kombi Doğalgaz,5
5675,,,,,,,Kombi Doğalgaz,5
5676,,,,,,,Kombi Doğalgaz,4
5677,,,,,,,Kombi Doğalgaz,3
5678,,,,,,,Kombi Doğalgaz,3
5679,,,,,,,Kombi Doğalgaz,3
5683,,,,,,,Kombi Doğalgaz,5
5684,,,,,,,Kombi Doğalgaz,3
5685,,,,,,,Kombi Doğalgaz,6
5686,,,,,,,Kombi Doğalgaz,4
5687,,,,,,,Kombi Doğalgaz,3
5690,,,,,,,Kombi Doğalgaz,5
5691,,,,,,,Kombi Doğalgaz,4
5692,,,,,,,Kombi Doğalgaz,5
5694,,,,,,,Kombi Doğalgaz,5
5695,,,,,,,Kombi Doğalgaz,4
5696,,,,,,,Kombi Doğalgaz,5
5698,,,,,,,Kombi Doğalgaz,3
5700,,,,,,,Yerden Isıtma,3
5701,,,,,,,Kombi Doğalgaz,5
5703,,,,,,,Kombi Doğalgaz,4
5704,,,,,,,Kombi Doğalgaz,3
5706,,,,,,,Merkezi Doğalgaz,5
5707,,,,,,,Kombi Doğalgaz,5
5708,,,,,,,Kombi Doğalgaz,2
5709,,,,,,,Kombi Doğalgaz,3
5710,,,,,,,Kombi Doğalgaz,6
5711,,,,,,,Yerden Isıtma,5
5713,,,,,,,Kombi Doğalgaz,3
5714,,,,,,,Kombi Doğalgaz,5
5716,,,,,,,Kombi Doğalgaz,3
5717,,,,,,,Kombi Doğalgaz,5
5718,,,,,,,Kombi Doğalgaz,4
5719,,,,,,,Yerden Isıtma,5
5721,,,,,,,Kombi Doğalgaz,4
5722,,,,,,,Yerden Isıtma,5
5723,,,,,,,Kombi Doğalgaz,6
5724,,,,,,,Kombi Doğalgaz,3
5725,,,,,,,Kombi Doğalgaz,4
5726,,,,,,,Kombi Doğalgaz,4
5727,,,,,,,Kombi Doğalgaz,4
5728,,,,,,,Kombi Doğalgaz,6
5730,,,,,,,Kombi Doğalgaz,4
5731,,,,,,,Kombi Doğalgaz,7
5733,,,,,,,Merkezi Doğalgaz,5
5734,,,,,,,Kombi Doğalgaz,3
5735,,,,,,,Sobalı,2
5736,,,,,,,Sobalı,3
5737,,,,,,,Kombi Doğalgaz,5
5738,,,,,,,Kombi Doğalgaz,3
5739,,,,,,,Merkezi Doğalgaz,5
5740,,,,,,,Kombi Doğalgaz,4
5741,,,,,,,Kombi Doğalgaz,5
5742,,,,,,,Kombi Doğalgaz,5
5744,,,,,,,Sobalı,3
5745,,,,,,,Sobalı,3
5746,,,,,,,Kombi Doğalgaz,5
5748,,,,,,,Kombi Doğalgaz,3
5749,,,,,,,Kombi Doğalgaz,5
5750,,,,,,,Kombi Doğalgaz,6
5751,,,,,,,Kombi Doğalgaz,5
5752,,,,,,,Kombi Doğalgaz,3
5754,,,,,,,Kombi Doğalgaz,6
5757,,,,,,,Kombi Doğalgaz,5
5758,,,,,,,Kombi Doğalgaz,3
5759,,,,,,,Yerden Isıtma,3
5760,,,,,,,Kombi Doğalgaz,5
5761,,,,,,,Yerden Isıtma,4
5762,,,,,,,Kombi Doğalgaz,5
5763,,,,,,,Kombi Doğalgaz,5
5764,,,,,,,Kombi Doğalgaz,3
5765,,,,,,,Yerden Isıtma,3
5766,,,,,,,Kombi Doğalgaz,5
5767,,,,,,,Kombi Doğalgaz,2
5768,,,,,,,Kombi Doğalgaz,4
5769,,,,,,,Yerden Isıtma,6
5770,,,,,,,Merkezi Doğalgaz,7
5772,,,,,,,Kombi Doğalgaz,3
5773,,,,,,,Kombi Doğalgaz,5
5774,,,,,,,Kombi Doğalgaz,5
5775,,,,,,,Kombi Doğalgaz,6
5776,,,,,,,Kombi Doğalgaz,6
5778,,,,,,,Kombi Doğalgaz,5
5779,,,,,,,Kombi Doğalgaz,4
5780,,,,,,,Kombi Doğalgaz,4
5781,,,,,,,Kombi Doğalgaz,4
5782,,,,,,,Yerden Isıtma,2
5783,,,,,,,Kombi Doğalgaz,3
5784,,,,,,,Sobalı,6
5785,,,,,,,Merkezi Doğalgaz,4
5786,,,,,,,Kombi Doğalgaz,5
5787,,,,,,,Kombi Doğalgaz,5
5788,,,,,,,Kombi Doğalgaz,7
5789,,,,,,,Kombi Doğalgaz,4
5790,,,,,,,Kombi Doğalgaz,5
5791,,,,,,,Kombi Doğalgaz,5
5792,,,,,,,Kombi Doğalgaz,4
5793,,,,,,,Kombi Doğalgaz,5
5794,,,,,,,Kombi Doğalgaz,5
5795,,,,,,,Kombi Doğalgaz,2
5797,,,,,,,Yerden Isıtma,6
5798,,,,,,,Merkezi Doğalgaz,5
5799,,,,,,,Yerden Isıtma,2
5800,,,,,,,Yerden Isıtma,5
5801,,,,,,,Kombi Doğalgaz,5
5802,,,,,,,Kombi Doğalgaz,5
5803,,,,,,,Kombi Doğalgaz,5
5806,,,,,,,Kombi Doğalgaz,3
5807,,,,,,,Kombi Doğalgaz,6
5808,,,,,,,Kombi Doğalgaz,4
5809,,,,,,,Kombi Doğalgaz,3
5810,,,,,,,Kombi Doğalgaz,5
5811,,,,,,,Yerden Isıtma,6
5812,,,,,,,Kombi Doğalgaz,5
5813,,,,,,,Kombi Doğalgaz,5
5814,,,,,,,Kombi Doğalgaz,5
5815,,,,,,,Yerden Isıtma,5
5817,,,,,,,Sobalı,3
5818,,,,,,,Kombi Doğalgaz,6
5819,,,,,,,Kombi Doğalgaz,4
5821,,,,,,,Kombi Doğalgaz,4
5822,,,,,,,Kombi Doğalgaz,5
5823,,,,,,,Kombi Doğalgaz,3
5825,,,,,,,Kombi Doğalgaz,3
5827,,,,,,,Yerden Isıtma,4
5828,,,,,,,Kombi Doğalgaz,5
5829,,,,,,,Kombi Doğalgaz,5
5830,,,,,,,Kombi Doğalgaz,5
5832,,,,,,,Merkezi Doğalgaz,7
5833,,,,,,,Yerden Isıtma,5
5834,,,,,,,Yerden Isıtma,4
5835,,,,,,,Yerden Isıtma,4
5836,,,,,,,Yerden Isıtma,6
5838,,,,,,,Kombi Doğalgaz,4
5839,,,,,,,Yerden Isıtma,5
5840,,,,,,,Kombi Doğalgaz,2
5841,,,,,,,Kombi Doğalgaz,3
5842,,,,,,,Kombi Doğalgaz,3
5843,,,,,,,Kombi Doğalgaz,4
5844,,,,,,,Kombi Doğalgaz,4
5845,,,,,,,Yerden Isıtma,7
5846,,,,,,,Yerden Isıtma,4
5847,,,,,,,Kombi Doğalgaz,6
5848,,,,,,,Kombi Doğalgaz,5
5849,,,,,,,Kombi Doğalgaz,3
5850,,,,,,,Yerden Isıtma,5
5853,,,,,,,Kombi Doğalgaz,2
5855,,,,,,,Kombi Doğalgaz,2
5856,,,,,,,Kombi Doğalgaz,2
5857,,,,,,,Yerden Isıtma,2
5858,,,,,,,Merkezi Doğalgaz,5
5859,,,,,,,Kombi Doğalgaz,3
5860,,,,,,,Kombi Doğalgaz,4
5861,,,,,,,Kombi Doğalgaz,7
5862,,,,,,,Yerden Isıtma,5
5863,,,,,,,Yerden Isıtma,5
5864,,,,,,,Yerden Isıtma,5
5865,,,,,,,Kombi Doğalgaz,3
5866,,,,,,,Kombi Doğalgaz,3
5870,,,,,,,Kombi Doğalgaz,5
5872,,,,,,,Kombi Doğalgaz,7
5874,,,,,,,Kombi Doğalgaz,5
5875,,,,,,,Kombi Doğalgaz,4
5876,,,,,,,Kombi Doğalgaz,3
5877,,,,,,,Yerden Isıtma,2
5878,,,,,,,Kombi Doğalgaz,6
5879,,,,,,,Sobalı,2
5880,,,,,,,Kombi Doğalgaz,6
5881,,,,,,,Yerden Isıtma,5
5882,,,,,,,Merkezi Doğalgaz,4
5883,,,,,,,Kombi Doğalgaz,3
5884,,,,,,,Kombi Doğalgaz,5
5885,,,,,,,Kombi Doğalgaz,4
5886,,,,,,,Kombi Doğalgaz,5
5887,,,,,,,Kombi Doğalgaz,4
5889,,,,,,,Kombi Doğalgaz,3
5890,,,,,,,Kombi Doğalgaz,5
5891,,,,,,,Kombi Doğalgaz,3
5892,,,,,,,Kombi Doğalgaz,4
5893,,,,,,,Kombi Doğalgaz,7
5894,,,,,,,Kombi Doğalgaz,5
5896,,,,,,,Kombi Doğalgaz,5
5897,,,,,,,Kombi Doğalgaz,4
5898,,,,,,,Yerden Isıtma,4
5899,,,,,,,Yerden Isıtma,6
5900,,,,,,,Kombi Doğalgaz,4
5901,,,,,,,Kombi Doğalgaz,6
5902,,,,,,,Kombi Doğalgaz,4
5903,,,,,,,Kombi Doğalgaz,5
5904,,,,,,,Kombi Doğalgaz,4
5905,,,,,,,Kombi Doğalgaz,5
5906,,,,,,,Kombi Doğalgaz,5
5908,,,,,,,Kombi Doğalgaz,6
5909,,,,,,,Yerden Isıtma,5
5910,,,,,,,Yerden Isıtma,5
5911,,,,,,,Kombi Doğalgaz,3
5912,,,,,,,Kombi Doğalgaz,6
5913,,,,,,,Kombi Doğalgaz,5
5914,,,,,,,Yerden Isıtma,4
5916,,,,,,,Kombi Doğalgaz,4
5917,,,,,,,Yerden Isıtma,5
5918,,,,,,,Kombi Doğalgaz,5
5919,,,,,,,Kombi Doğalgaz,5
5921,,,,,,,Yerden Isıtma,5
5923,,,,,,,Kombi Doğalgaz,4
5924,,,,,,,Kombi Doğalgaz,6
5925,,,,,,,Kombi Doğalgaz,5
5926,,,,,,,Kombi Doğalgaz,4
5927,,,,,,,Kombi Doğalgaz,7
5929,,,,,,,Kombi Doğalgaz,3
5930,,,,,,,Kombi Doğalgaz,5
5932,,,,,,,Kombi Doğalgaz,5
5934,,,,,,,Yerden Isıtma,6
5935,,,,,,,Kombi Doğalgaz,5
5936,,,,,,,Kombi Doğalgaz,6
5938,,,,,,,Yerden Isıtma,5
5939,,,,,,,Kombi Doğalgaz,5
5940,,,,,,,Yerden Isıtma,5
5941,,,,,,,Kombi Doğalgaz,5
5942,,,,,,,Kombi Doğalgaz,3
5943,,,,,,,Yerden Isıtma,3
5944,,,,,,,Kombi Doğalgaz,6
5945,,,,,,,Kombi Doğalgaz,5
5946,,,,,,,Kombi Doğalgaz,4
5947,,,,,,,Kombi Doğalgaz,4
5948,,,,,,,Kombi Doğalgaz,4
5949,,,,,,,Kombi Doğalgaz,3
5950,,,,,,,Kombi Doğalgaz,3
5951,,,,,,,Yerden Isıtma,3
5952,,,,,,,Yerden Isıtma,7
5953,,,,,,,Kombi Doğalgaz,5
5954,,,,,,,Kombi Doğalgaz,6
5955,,,,,,,Kombi Doğalgaz,4
5958,,,,,,,Yerden Isıtma,5
5959,,,,,,,Kombi Doğalgaz,5
5960,,,,,,,Kombi Doğalgaz,5
5961,,,,,,,Kombi Doğalgaz,7
5962,,,,,,,Kombi Doğalgaz,4
5964,,,,,,,Yerden Isıtma,3
5965,,,,,,,Kombi Doğalgaz,5
5966,,,,,,,Kombi Doğalgaz,5
5967,,,,,,,Yerden Isıtma,2
5968,,,,,,,Yerden Isıtma,4
5969,,,,,,,Kombi Doğalgaz,4
5970,,,,,,,Yerden Isıtma,2
5971,,,,,,,Kombi Doğalgaz,5
5973,,,,,,,Yerden Isıtma,5
5974,,,,,,,Kombi Doğalgaz,3
5976,,,,,,,Kombi Doğalgaz,6
5977,,,,,,,Kombi Doğalgaz,4
5978,,,,,,,Merkezi Doğalgaz,4
5979,,,,,,,Kombi Doğalgaz,5
5980,,,,,,,Kombi Doğalgaz,4
5982,,,,,,,Kombi Doğalgaz,5
5983,,,,,,,Kombi Doğalgaz,4
5984,,,,,,,Kombi Doğalgaz,3
5986,,,,,,,Kombi Doğalgaz,3
5987,,,,,,,Kombi Doğalgaz,3
5988,,,,,,,Kombi Doğalgaz,3
5989,,,,,,,Kombi Doğalgaz,3
5990,,,,,,,Kombi Doğalgaz,3
5991,,,,,,,Merkezi Doğalgaz,5
5992,,,,,,,Yerden Isıtma,4
5993,,,,,,,Kombi Doğalgaz,5
5994,,,,,,,Kombi Doğalgaz,4
5995,,,,,,,Kombi Doğalgaz,4
5996,,,,,,,Kombi Doğalgaz,4
5997,,,,,,,Kombi Doğalgaz,4
5998,,,,,,,Kombi Doğalgaz,4
5999,,,,,,,Kombi Doğalgaz,3
6000,,,,,,,Kombi Doğalgaz,7
6001,,,,,,,Merkezi Doğalgaz,5
6002,,,,,,,Kombi Doğalgaz,2
6003,,,,,,,Kombi Doğalgaz,5
6004,,,,,,,Kombi Doğalgaz,5
6005,,,,,,,Kombi Doğalgaz,5
6006,,,,,,,Kombi Doğalgaz,4
6007,,,,,,,Kombi Doğalgaz,5
6008,,,,,,,Kombi Doğalgaz,4
6009,,,,,,,Kombi Doğalgaz,4
6010,,,,,,,Kombi Doğalgaz,3
6011,,,,,,,Yerden Isıtma,3
6012,,,,,,,Kombi Doğalgaz,3
6014,,,,,,,Yerden Isıtma,3
6015,,,,,,,Kombi Doğalgaz,4
6016,,,,,,,Yerden Isıtma,3
6017,,,,,,,Kombi Doğalgaz,5
6018,,,,,,,Kombi Doğalgaz,5
6019,,,,,,,Yerden Isıtma,3
6020,,,,,,,Kombi Doğalgaz,3
6023,,,,,,,Yerden Isıtma,3
6024,,,,,,,Kombi Doğalgaz,4
6026,,,,,,,Kombi Doğalgaz,7
6028,,,,,,,Kombi Doğalgaz,3
6029,,,,,,,Kombi Doğalgaz,4
6031,,,,,,,Kombi Doğalgaz,5
6032,,,,,,,Kombi Doğalgaz,2
6033,,,,,,,Kombi Doğalgaz,5
6034,,,,,,,Kombi Doğalgaz,3
6035,,,,,,,Kombi Doğalgaz,4
6037,,,,,,,Kombi Doğalgaz,3
6038,,,,,,,Kombi Doğalgaz,4
6039,,,,,,,Kombi Doğalgaz,6
