,fiyat,sehir,metrekare,Bulunduğu Kat,Oda Sayısı,Tür,Isıtma Tipi,Bina Yaş,Binanın Kat Sayısı
1813,975000,afyonkarahisar,90,1,3,Konut,Kombi Doğalgaz,7,4
1814,20500002,afyonkarahisar,85,1,3,Konut,Kombi Doğalgaz,7,4
1815,1300000,afyonkarahisar,50,2,2,Konut,Yerden Isıtma,,2
1816,1950000,afyonkarahisar,75,1,3,Konut,Kombi Doğalgaz,7,4
1817,2600000,afyonkarahisar,150,3,7,Konut,Kombi Doğalgaz,7,3
1818,860000,afyonkarahisar,45,4,2,Konut,Kombi Doğalgaz,7,4
1819,3850000,afyonkarahisar,120,,4,Konut,Kombi Doğalgaz,25,2
1820,2850000,afyonkarahisar,130,3,4,Konut,Jeotermal,7,4
1821,2500000,afyonkarahisar,120,1,4,Konut,Kombi Doğalgaz,4,4
1822,1700000,afyonkarahisar,90,,3,Konut,Merkezi Doğalgaz,1,4
1823,1375000,afyonkarahisar,125,3,4,Konut,Kombi Doğalgaz,25,4
1824,25900002,afyonkarahisar,120,4,4,Konut,Kombi Doğalgaz,13,4
1825,650000,afyonkarahisar,110,1,3,Konut,Sobalı,0,3
1826,2750000,afyonkarahisar,105,1,4,Konut,Kombi Doğalgaz,3,3
1827,1975000,afyonkarahisar,105,2,4,Konut,Kombi Doğalgaz,25,3
1828,2500000,afyonkarahisar,120,,4,Konut,Kombi Doğalgaz,4,4
1829,1375000,afyonkarahisar,125,3,4,Konut,Kombi Doğalgaz,25,4
1830,1850000,afyonkarahisar,110,3,4,Konut,Kombi Doğalgaz,7,4
1831,2250000,afyonkarahisar,135,4,4,Konut,Merkezi Doğalgaz,25,7
1832,4750000,afyonkarahisar,185,,6,Konut,Kombi Doğalgaz,1,3
1833,1750000,afyonkarahisar,88,3,3,Konut,Merkezi Kömür,0,5
1834,1970000,afyonkarahisar,90,3,3,Konut,Merkezi (Pay Ölçer),4,4
1835,2250000,afyonkarahisar,135,4,4,Konut,Kombi Doğalgaz,18,4
1836,1750000,afyonkarahisar,110,2,4,Konut,Kombi Doğalgaz,25,6
1837,1225000,afyonkarahisar,60,2,2,Konut,Kombi Doğalgaz,7,4
1838,140000010,afyonkarahisar,80,1,3,Konut,Kombi Doğalgaz,0,3
1839,2100000,afyonkarahisar,117,2,4,Konut,Kombi Doğalgaz,18,4
1840,1950000,afyonkarahisar,145,1,4,Konut,Kombi Doğalgaz,4,3
1841,2950000,afyonkarahisar,450,,4,Konut,Sobalı,25,3
1842,1950000,afyonkarahisar,85,2,3,Konut,Kombi Doğalgaz,0,3
1843,1450000,afyonkarahisar,85,,3,Konut,Kombi Doğalgaz,7,4
1844,3650000,afyonkarahisar,160,3,5,Konut,Kombi Doğalgaz,0,6
1845,850000,afyonkarahisar,40,3,2,Konut,Kombi Doğalgaz,7,4
1846,1900000,afyonkarahisar,50,4,2,Konut,Kombi Doğalgaz,0,4
1847,2050000,afyonkarahisar,344,,3,Konut,Sobalı,7,1
1848,1300000,afyonkarahisar,100,,4,Konut,Doğalgaz Sobalı,25,1
1849,1550000,afyonkarahisar,200,,7,Konut,Sobalı,25,1
1850,5250000,afyonkarahisar,247,6,6,Konut,Jeotermal,18,6
1851,4500000,afyonkarahisar,220,6,9,Konut,Jeotermal,13,6
1852,4250000,afyonkarahisar,155,2,5,Konut,Kombi Doğalgaz,7,4
1853,840000,afyonkarahisar,55,3,2,Konut,Kombi Doğalgaz,7,5
1854,1490000,afyonkarahisar,60,3,2,Konut,Kombi Doğalgaz,1,4
1855,4050000,afyonkarahisar,229,,,Konut,Kombi Doğalgaz,18,3
1856,18500005,afyonkarahisar,73,1,5,Konut,Kombi Doğalgaz,18,2
1857,3650000,afyonkarahisar,160,2,5,Konut,Merkezi (Pay Ölçer),3,12
1858,1650000,afyonkarahisar,115,4,4,Konut,Kombi Doğalgaz,18,4
1859,3300000,afyonkarahisar,240,,6,Konut,Kombi Doğalgaz,25,4
1860,1600000,afyonkarahisar,125,5,4,Konut,Kombi Doğalgaz,25,5
1861,1650000,afyonkarahisar,110,1,4,Konut,Kombi Doğalgaz,25,3
1862,810000,afyonkarahisar,40,4,2,Konut,Kombi Doğalgaz,0,4
1863,2300000,afyonkarahisar,85,4,2,Konut,Kombi Doğalgaz,,4
1864,19900007,afyonkarahisar,123,,6,Konut,Kombi Doğalgaz,13,2
1865,2850000,afyonkarahisar,150,3,5,Konut,Kombi Doğalgaz,7,8
1866,2150000,afyonkarahisar,90,1,3,Konut,Kombi Doğalgaz,7,4
1867,2600000,afyonkarahisar,150,3,4,Konut,Kombi Doğalgaz,0,5
1868,1650000,afyonkarahisar,130,3,4,Konut,Kombi Doğalgaz,0,3
1869,1650000,afyonkarahisar,130,4,4,Konut,Kombi Doğalgaz,25,4
1870,585000,afyonkarahisar,90,1,3,Konut,Isıtma Yok,18,3
1871,1915000,afyonkarahisar,100,3,3,Konut,Merkezi Doğalgaz,4,3
1872,4300000,afyonkarahisar,120,,4,Konut,Kombi Doğalgaz,13,2
1873,1850000,afyonkarahisar,90,5,3,Konut,Merkezi Kömür,0,5
1874,1700000,afyonkarahisar,100,3,4,Konut,Kombi Doğalgaz,25,5
1875,2300000,afyonkarahisar,190,5,6,Konut,Jeotermal,3,5
1876,4250000,afyonkarahisar,148,2,4,Konut,Kombi Doğalgaz,0,4
1877,17500004,afyonkarahisar,120,3,4,Konut,Kombi Doğalgaz,13,4
1878,5100000,afyonkarahisar,300,,6,Konut,Kombi Doğalgaz,13,2
1879,1250000,afyonkarahisar,115,2,3,Konut,Sobalı,7,3
1880,1830000,afyonkarahisar,95,1,4,Konut,Kombi Doğalgaz,13,3
1881,2200000,afyonkarahisar,120,2,4,Konut,Kombi Doğalgaz,,7
1882,1250000,afyonkarahisar,45,1,2,Konut,Kombi Doğalgaz,,4
1883,860000,afyonkarahisar,55,5,3,Konut,Kombi Doğalgaz,4,5
1884,1220000,afyonkarahisar,90,,3,Konut,Kombi Doğalgaz,7,5
1885,1790000,afyonkarahisar,125,1,4,Konut,Kombi Doğalgaz,13,3
1886,2300000,afyonkarahisar,100,4,3,Konut,Jeotermal,7,4
1887,1800000,afyonkarahisar,135,6,4,Konut,Kombi Doğalgaz,0,8
1888,1550000,afyonkarahisar,90,1,3,Konut,Kombi Doğalgaz,4,3
1889,2800000,afyonkarahisar,130,3,5,Konut,Kombi Doğalgaz,4,3
1890,25000,afyonkarahisar,80,3,,Konut,Jeotermal,7,7
1891,3000000,afyonkarahisar,110,3,4,Konut,Sobalı,0,3
1892,225000,afyonkarahisar,86,,3,Konut,Sobalı,7,1
1893,1050000,afyonkarahisar,50,3,2,Konut,Kombi Doğalgaz,7,5
1894,1100000,afyonkarahisar,85,2,4,Konut,Kombi Doğalgaz,25,2
1895,525000,afyonkarahisar,148,,3,Konut,Güneş Enerjisi,7,2
1896,1590000,afyonkarahisar,50,1,,Konut,Jeotermal,18,5
1897,851000,afyonkarahisar,55,,2,Konut,Merkezi Doğalgaz,13,5
1898,65000,afyonkarahisar,65,3,2,Konut,Jeotermal,13,5
1899,4050000,afyonkarahisar,155,5,5,Konut,Kombi Doğalgaz,7,6
1900,6000000,afyonkarahisar,320,,6,Konut,Kombi Doğalgaz,13,2
1901,795000,afyonkarahisar,100,,4,Konut,Jeotermal,25,5
1902,2250000,afyonkarahisar,110,3,4,Konut,Jeotermal,13,4
1903,19300008,afyonkarahisar,100,1,4,Konut,Yerden Isıtma,0,3
1904,1950000,afyonkarahisar,125,3,4,Konut,Kombi Doğalgaz,25,3
1905,995000,afyonkarahisar,70,1,3,Konut,Kombi Doğalgaz,7,6
1906,1050000,afyonkarahisar,80,3,3,Konut,Kombi Doğalgaz,25,4
1907,2100000,afyonkarahisar,76,3,3,Konut,Doğalgaz Sobalı,3,3
1908,5150000,afyonkarahisar,161,2,4,Konut,Merkezi (Pay Ölçer),,14
1909,2800000,afyonkarahisar,120,5,4,Konut,Kombi Doğalgaz,7,6
1910,86000022,afyonkarahisar,95,4,2,Konut,Kombi Doğalgaz,7,5
1911,120000090,afyonkarahisar,45,3,2,Konut,Kombi Doğalgaz,4,4
1912,9000005,afyonkarahisar,120,5,4,Konut,Jeotermal,25,5
1913,3450000,afyonkarahisar,130,3,4,Konut,Jeotermal,0,6
1914,1750000,afyonkarahisar,75,1,3,Konut,Kombi Doğalgaz,0,3
1915,26500004,afyonkarahisar,120,3,4,Konut,Kombi Doğalgaz,0,3
1916,17700005,afyonkarahisar,95,5,3,Konut,Kombi Doğalgaz,7,5
1917,4900000,afyonkarahisar,120,,4,Konut,Kombi Doğalgaz,18,2
1918,3300000,afyonkarahisar,145,1,5,Konut,Kombi Doğalgaz,0,7
1919,825000,afyonkarahisar,110,,4,Konut,Doğalgaz Sobalı,13,3
1920,70000,afyonkarahisar,60,2,2,Konut,Jeotermal,7,5
1921,1250000,afyonkarahisar,135,2,5,Konut,Sobalı,25,2
1922,1600000,afyonkarahisar,230,,,Konut,Sobalı,25,3
1923,3500000,afyonkarahisar,140,,6,Konut,Kombi Doğalgaz,18,2
1924,2250000,afyonkarahisar,90,5,3,Konut,Kombi Doğalgaz,7,6
1925,5250000,afyonkarahisar,240,,7,Konut,Sobalı,25,2
1926,6500000,afyonkarahisar,240,,7,Konut,Kombi Doğalgaz,7,7
1927,2550000,afyonkarahisar,2,,3,Konut,Kat Kaloriferi,13,1
1928,1510000,afyonkarahisar,115,3,4,Konut,Kombi Doğalgaz,25,3
1929,2500000,afyonkarahisar,125,3,4,Konut,Kombi Doğalgaz,7,3
1930,55000015,afyonkarahisar,85,,5,Konut,Sobalı,25,2
1931,2500000,afyonkarahisar,95,,3,Konut,Sobalı,25,1
1932,1500000,afyonkarahisar,125,2,4,Konut,Jeotermal,25,5
1933,4250000,afyonkarahisar,120,,3,Konut,Sobalı,18,2
1934,29000003,afyonkarahisar,150,6,4,Konut,Jeotermal,25,6
1935,425000011,afyonkarahisar,407,,4,Konut,Kombi Doğalgaz,25,1
1936,720000,afyonkarahisar,30,,3,Konut,Kombi Doğalgaz,25,3
1937,2250000,afyonkarahisar,110,1,4,Konut,Kombi Doğalgaz,0,2
1938,1950000,afyonkarahisar,70,1,3,Konut,Kombi Doğalgaz,7,5
1939,1950000,afyonkarahisar,115,1,4,Konut,Kombi Doğalgaz,25,4
1940,3950000,afyonkarahisar,160,2,5,Konut,Kombi Doğalgaz,0,4
1941,1750000,afyonkarahisar,115,4,3,Konut,Jeotermal,25,4
1942,1995000,afyonkarahisar,105,2,4,Konut,Kombi Doğalgaz,25,3
1943,1750000,afyonkarahisar,78,1,3,Konut,Kombi Doğalgaz,0,3
1944,2250000,afyonkarahisar,100,3,4,Konut,Kombi Doğalgaz,7,3
1945,14500003,afyonkarahisar,130,4,4,Konut,Kombi Doğalgaz,25,5
1946,2200000,afyonkarahisar,65,1,3,Konut,Yerden Isıtma,0,3
1947,783000,afyonkarahisar,55,1,2,Konut,Kombi Doğalgaz,7,4
1948,1299000,afyonkarahisar,120,4,4,Konut,Jeotermal,25,4
1949,2300000,afyonkarahisar,135,4,4,Konut,Jeotermal,18,4
1950,3500000,afyonkarahisar,160,7,5,Konut,Kombi Doğalgaz,3,8
1951,3750000,afyonkarahisar,149,1,5,Konut,Kombi Doğalgaz,0,5
1952,3500000,afyonkarahisar,195,,5,Konut,Kombi Doğalgaz,0,2
1953,9000000,afyonkarahisar,135,,4,Konut,Kombi Doğalgaz,0,2
1954,760000,afyonkarahisar,50,1,2,Konut,Kombi Doğalgaz,3,4
1955,1650000,afyonkarahisar,45,1,2,Konut,Kombi Doğalgaz,0,4
1956,1750000,afyonkarahisar,95,1,3,Konut,Kombi Doğalgaz,13,4
1957,4500000,afyonkarahisar,120,,4,Konut,Sobalı,18,2
1958,3750000,afyonkarahisar,125,4,4,Konut,Merkezi Doğalgaz,7,4
1959,2975000,afyonkarahisar,155,3,5,Konut,Jeotermal,13,3
1960,2350000,afyonkarahisar,115,1,4,Konut,Kombi Doğalgaz,0,3
1961,3350000,afyonkarahisar,120,2,4,Konut,Kombi Doğalgaz,0,6
1962,3650000,afyonkarahisar,110,3,3,Konut,Isıtma Yok,7,5
1963,1500000,afyonkarahisar,90,1,3,Konut,Kombi Doğalgaz,7,4
1964,29500000,afyonkarahisar,99,,,Konut,Kombi Doğalgaz,25,6
1965,20500005,afyonkarahisar,130,4,4,Konut,Jeotermal,25,4
1966,155000038,afyonkarahisar,140,,5,Konut,Sobalı,18,1
1967,3200000,afyonkarahisar,150,1,5,Konut,Kombi Doğalgaz,7,4
1968,3750000,afyonkarahisar,100,,4,Konut,Sobalı,25,2
1969,955000,afyonkarahisar,78,1,3,Konut,Kombi Doğalgaz,25,2
1970,41000005,afyonkarahisar,115,,4,Konut,Jeotermal,7,2
1971,17750009,afyonkarahisar,130,3,4,Konut,Kombi Doğalgaz,25,6
1972,3500000,afyonkarahisar,160,4,6,Konut,Jeotermal,7,5
1973,1950000,afyonkarahisar,100,1,3,Konut,Kombi Doğalgaz,0,4
1974,1500000,afyonkarahisar,90,3,4,Konut,Kombi Doğalgaz,13,4
1975,3000000,afyonkarahisar,270,,3,Konut,Kombi Doğalgaz,25,2
1976,3500000,afyonkarahisar,150,2,4,Konut,Kat Kaloriferi,25,6
1977,3100000,afyonkarahisar,125,,4,Konut,Sobalı,18,2
1978,1500000,afyonkarahisar,120,2,4,Konut,Kat Kaloriferi,25,4
1979,900000,afyonkarahisar,90,,3,Konut,Kombi Doğalgaz,13,4
1980,1300000,afyonkarahisar,90,4,3,Konut,Kombi Doğalgaz,25,4
1981,1300000,afyonkarahisar,100,3,4,Konut,Kombi Doğalgaz,25,6
1982,2700000,afyonkarahisar,230,,,Konut,Kombi Doğalgaz,25,3
1983,3950000,afyonkarahisar,175,1,5,Konut,Kombi Doğalgaz,0,7
1984,10500000,afyonkarahisar,165,,4,Konut,Kombi Doğalgaz,3,3
1985,125000014,afyonkarahisar,90,3,3,Konut,Kombi Doğalgaz,25,4
1986,800000,afyonkarahisar,40,3,2,Konut,Kombi Doğalgaz,4,5
1987,10000017,afyonkarahisar,92,4,2,Konut,Jeotermal,7,6
1988,3600000,afyonkarahisar,175,1,6,Konut,Kombi Doğalgaz,0,3
1989,2850000,afyonkarahisar,160,1,5,Konut,Kombi Doğalgaz,7,8
1990,2600000,afyonkarahisar,120,3,4,Konut,Kombi Doğalgaz,3,4
1991,6500000,afyonkarahisar,130,2,4,Konut,Kombi Doğalgaz,0,2
1992,1600000,afyonkarahisar,120,6,4,Konut,Kombi Doğalgaz,25,6
1993,30500002,afyonkarahisar,150,4,5,Konut,Jeotermal,7,4
1994,210000019,afyonkarahisar,110,,3,Konut,Sobalı,7,2
1995,1300000,afyonkarahisar,100,1,3,Konut,Jeotermal,18,4
1996,2800000,afyonkarahisar,120,3,4,Konut,Kombi Doğalgaz,3,3
1997,1850000,afyonkarahisar,80,3,3,Konut,Kombi Doğalgaz,0,3
1998,1750000,afyonkarahisar,50,1,2,Konut,Kombi Doğalgaz,7,4
1999,2950000,afyonkarahisar,488,,,Konut,Isıtma Yok,0,2
2000,2150000,afyonkarahisar,90,1,3,Konut,Kombi Doğalgaz,7,4
2001,2400000,afyonkarahisar,115,6,4,Konut,Kombi Doğalgaz,13,7
2002,850000,afyonkarahisar,60,1,2,Konut,Jeotermal,7,5
2003,9500000,afyonkarahisar,55,4,2,Konut,Kombi Doğalgaz,4,4
2004,75000,afyonkarahisar,70,3,2,Konut,Jeotermal,7,5
2005,15000000,afyonkarahisar,324,,6,Konut,Kombi Doğalgaz,0,2
2006,1400000,afyonkarahisar,95,1,3,Konut,Kombi Doğalgaz,18,5
2007,16150008,afyonkarahisar,504,,7,Konut,Merkezi Kömür,7,1
2008,10500000,afyonkarahisar,105,,,Konut,Kombi Doğalgaz,25,3
2009,1050000,afyonkarahisar,90,2,3,Konut,Sobalı,13,2
2010,1100000,afyonkarahisar,75,,2,Konut,Isıtma Yok,0,1
2011,4900000,afyonkarahisar,160,9,5,Konut,Kombi Doğalgaz,0,15
2012,5500000,afyonkarahisar,125,,4,Konut,Kombi Doğalgaz,25,4
2013,325000013,afyonkarahisar,89,1,4,Konut,Kombi Doğalgaz,25,2
2014,12000004,afyonkarahisar,55,1,2,Konut,Kombi Doğalgaz,7,4
2015,470000,afyonkarahisar,106,1,3,Konut,Sobalı,25,1
2016,66500011,afyonkarahisar,60,2,2,Konut,Jeotermal,7,5
2017,935000,afyonkarahisar,120,,4,Konut,Kombi Doğalgaz,13,3
2018,2000000,afyonkarahisar,70,1,3,Konut,Kombi Doğalgaz,0,3
2019,2200000,afyonkarahisar,125,4,4,Konut,Jeotermal,18,4
2020,1980000,afyonkarahisar,95,1,3,Konut,Kombi Doğalgaz,0,4
2021,13500007,afyonkarahisar,80,,3,Konut,Kombi Doğalgaz,7,2
2022,1690000,afyonkarahisar,90,1,3,Konut,Merkezi Doğalgaz,0,5
2023,3900000,afyonkarahisar,165,1,5,Konut,Kombi Doğalgaz,7,5
2024,19900003,afyonkarahisar,65,3,3,Konut,Kombi Doğalgaz,,4
2025,215000012,afyonkarahisar,108,3,4,Konut,Jeotermal,4,3
2026,1350000,afyonkarahisar,95,1,3,Konut,Kombi Doğalgaz,18,4
2027,1750000,afyonkarahisar,110,3,4,Konut,Kombi Doğalgaz,25,4
2028,525000,afyonkarahisar,55,,2,Konut,Jeotermal,13,6
2029,1900000,afyonkarahisar,70,1,3,Konut,Kombi Doğalgaz,0,5
2030,675000,afyonkarahisar,48,,4,Konut,Kombi Doğalgaz,18,2
2031,300000025,afyonkarahisar,165,4,6,Konut,Kombi Doğalgaz,4,5
2032,13250000,afyonkarahisar,12,,,Konut,Merkezi Doğalgaz,13,1
2033,3500000,afyonkarahisar,50,1,2,Konut,Kombi Doğalgaz,7,5
2034,1850000,afyonkarahisar,115,3,4,Konut,Kombi Doğalgaz,13,3
2035,11000008,afyonkarahisar,120,2,4,Konut,Merkezi (Pay Ölçer),7,3
2036,24000006,afyonkarahisar,115,1,4,Konut,Kombi Doğalgaz,18,3
2037,2100000,afyonkarahisar,120,5,4,Konut,Merkezi Doğalgaz,25,5
2038,3000000,afyonkarahisar,150,1,5,Konut,Kombi Doğalgaz,0,6
2039,2650000,afyonkarahisar,100,2,3,Konut,Jeotermal,25,6
2040,3950000,afyonkarahisar,165,1,5,Konut,Kombi Doğalgaz,0,7
2041,2050000,afyonkarahisar,130,3,4,Konut,Jeotermal,18,5
2042,3150000,afyonkarahisar,180,,5,Konut,Isıtma Yok,0,2
2043,1500000,afyonkarahisar,60,3,2,Konut,Kombi Doğalgaz,4,4
2044,7200004,afyonkarahisar,55,3,3,Konut,Kombi Doğalgaz,4,4
2045,125000090,afyonkarahisar,11,,,Konut,Isıtma Yok,0,1
2046,2500000,afyonkarahisar,120,4,4,Konut,Kombi Doğalgaz,7,4
2047,2950000,afyonkarahisar,140,1,5,Konut,Kombi Doğalgaz,7,3
2048,2050000,afyonkarahisar,120,1,4,Konut,Kombi Doğalgaz,1,3
2049,2900000,afyonkarahisar,1,,3,Konut,Sobalı,18,1
2050,2150000,afyonkarahisar,105,4,4,Konut,Jeotermal,13,4
2051,2100000,afyonkarahisar,10,1,4,Konut,Kombi Doğalgaz,3,5
2052,138000011,afyonkarahisar,120,1,4,Konut,Kombi Doğalgaz,0,8
2053,5500000,afyonkarahisar,250,5,7,Konut,Kombi Doğalgaz,1,5
2054,2750000,afyonkarahisar,60,4,3,Konut,Kombi Doğalgaz,0,4
2055,1850000,afyonkarahisar,47,1,2,Konut,Kombi Doğalgaz,0,4
2056,3200000,afyonkarahisar,180,1,5,Konut,Kombi Doğalgaz,0,10
2057,4500000,afyonkarahisar,150,,5,Konut,Kombi Doğalgaz,13,2
2058,2450000,afyonkarahisar,116,2,4,Konut,Kombi Doğalgaz,0,3
2059,1950000,afyonkarahisar,127,2,4,Konut,Kombi Doğalgaz,25,6
2060,3050000,afyonkarahisar,145,3,5,Konut,Kombi Doğalgaz,0,4
2061,2370000,afyonkarahisar,95,2,3,Konut,Kombi Doğalgaz,0,2
2062,1500000,afyonkarahisar,90,3,3,Konut,Isıtma Yok,0,5
2063,550000,afyonkarahisar,908,,4,Konut,Sobalı,25,1
2064,2100000,afyonkarahisar,120,1,3,Konut,Kombi Doğalgaz,7,4
2065,3300000,afyonkarahisar,80,6,2,Konut,Merkezi (Pay Ölçer),,12
2066,5000000,afyonkarahisar,170,5,6,Konut,Kombi Doğalgaz,0,6
2067,1900000,afyonkarahisar,90,1,3,Konut,Kombi Doğalgaz,0,3
2068,1750000,afyonkarahisar,90,1,3,Konut,Kombi Doğalgaz,18,5
2069,75000,afyonkarahisar,78,4,2,Konut,Yerden Isıtma,7,5
2070,2500000,afyonkarahisar,65,3,3,Konut,Kombi Doğalgaz,0,5
2071,75000,afyonkarahisar,85,,2,Konut,Jeotermal,4,3
2072,2415000,agri,240,,6,Konut,Kombi Doğalgaz,0,2
2073,1250000,agri,50,4,2,Konut,Kombi Doğalgaz,1,5
2074,9500004,agri,115,4,3,Konut,Kombi Doğalgaz,13,7
2075,1950000,agri,165,3,4,Konut,Kombi Doğalgaz,7,6
2076,2855000,aksaray,150,7,4,Konut,Kombi Doğalgaz,0,7
2077,1350000,aksaray,45,2,2,Konut,Kombi Doğalgaz,,4
2078,1550000,aksaray,85,5,3,Konut,Kombi Doğalgaz,7,5
2079,900000,aksaray,46,4,2,Konut,Kombi Doğalgaz,13,4
2080,2000000,aksaray,120,1,4,Konut,Kombi Doğalgaz,7,5
2081,1400000,aksaray,85,4,3,Konut,Merkezi Doğalgaz,7,5
2082,4500000,aksaray,415,3,4,Konut,Kombi Doğalgaz,25,3
2083,850000,aksaray,45,1,2,Konut,Kombi Doğalgaz,0,4
2084,8000000,aksaray,170,,5,Konut,Kombi Doğalgaz,7,2
2085,1280000,aksaray,132,,4,Konut,Merkezi Doğalgaz,0,2
2086,1075000,aksaray,100,,4,Konut,Merkezi Doğalgaz,0,1
2087,1900000,aksaray,80,4,3,Konut,Yerden Isıtma,1,8
2088,4299000,aksaray,246,,5,Konut,Kombi Doğalgaz,0,2
2089,3500000,aksaray,200,4,6,Konut,Kombi Doğalgaz,7,5
2090,7499000,aksaray,250,,5,Konut,Kombi Doğalgaz,0,2
2091,7300001,aksaray,45,1,2,Konut,Merkezi Doğalgaz,13,4
2092,765000,aksaray,40,1,2,Konut,Kombi Doğalgaz,0,3
2093,11500008,aksaray,50,3,2,Konut,Kombi Doğalgaz,0,3
2094,800000,aksaray,45,2,2,Konut,Kombi Doğalgaz,0,2
2095,700000,aksaray,547,1,,Konut,Isıtma Yok,0,1
2096,11500004,aksaray,45,1,2,Konut,Kombi Doğalgaz,0,5
2097,1050000,aksaray,80,4,3,Konut,Merkezi Doğalgaz,13,4
2098,1300000,aksaray,80,6,3,Konut,Merkezi Doğalgaz,13,6
2099,2150000,aksaray,125,1,4,Konut,Kombi Doğalgaz,0,6
2100,2500000,aksaray,70,,,Konut,Sobalı,,1
2101,20000000,aksaray,500,,5,Konut,Kombi Doğalgaz,1,3
2102,175000090,aksaray,70,,2,Konut,Kombi Doğalgaz,0,5
2103,7500000,aksaray,260,,5,Konut,Kombi Doğalgaz,0,2
2104,1900000,aksaray,80,4,3,Konut,Yerden Isıtma,1,8
2105,3500000,aksaray,160,2,5,Konut,Kombi Doğalgaz,0,4
2106,24500004,aksaray,140,4,4,Konut,Kombi Doğalgaz,7,4
2107,765000,aksaray,40,1,2,Konut,Kombi Doğalgaz,0,3
2108,330000010,aksaray,180,3,6,Konut,Kombi Doğalgaz,0,3
2109,2600000,aksaray,130,,4,Konut,Doğalgaz Sobalı,0,5
2110,1300000,aksaray,80,1,3,Konut,Merkezi Kömür,0,4
2111,2965000,aksaray,180,3,4,Konut,Merkezi (Pay Ölçer),7,7
2112,3300000,aksaray,135,4,5,Konut,Kombi Doğalgaz,1,4
2113,4300000,aksaray,246,,5,Konut,Kombi Doğalgaz,0,2
2114,1400000,aksaray,120,5,3,Konut,Kombi Doğalgaz,7,5
2115,2025000,aksaray,125,1,2,Konut,Kombi Doğalgaz,0,5
2116,875000,aksaray,45,2,2,Konut,Kombi Doğalgaz,1,2
2117,14300005,aksaray,152,5,4,Konut,Merkezi Doğalgaz,18,7
2118,950000,aksaray,5,1,2,Konut,Doğalgaz Sobalı,0,3
2119,2380000,aksaray,140,2,4,Konut,Merkezi Doğalgaz,0,5
2120,1530000,aksaray,130,3,4,Konut,Kombi Doğalgaz,25,3
2121,1950000,aksaray,130,1,4,Konut,Merkezi Doğalgaz,1,5
2122,1500000,aksaray,60,3,2,Konut,Kombi Doğalgaz,0,5
2123,1600000,aksaray,75,,3,Konut,Sobalı,3,1
2124,6999000,aksaray,285,,6,Konut,Kombi Doğalgaz,0,2
2125,1035000,aksaray,45,1,2,Konut,Kombi Doğalgaz,4,4
2126,1249999,aksaray,80,1,3,Konut,Merkezi Doğalgaz,7,4
2127,6999000,aksaray,285,,7,Konut,Kombi Doğalgaz,0,2
2128,2850000,aksaray,185,,6,Konut,Kombi Doğalgaz,3,3
2129,2750000,aksaray,140,2,4,Konut,Kombi Doğalgaz,0,4
2130,1500000,aksaray,90,1,2,Konut,Kombi Doğalgaz,3,5
2131,1845000,aksaray,135,5,4,Konut,Merkezi Doğalgaz,13,6
2132,3300000,aksaray,143,1,4,Konut,Kombi Doğalgaz,0,6
2133,18250005,aksaray,130,1,4,Konut,Kombi Doğalgaz,13,4
2134,2140000,aksaray,150,4,4,Konut,Kombi Doğalgaz,4,4
2135,18050003,aksaray,120,,4,Konut,Sobalı,18,1
2136,2700000,aksaray,220,,6,Konut,Kombi Doğalgaz,13,3
2137,5000000,aksaray,200,,5,Konut,Kombi Doğalgaz,0,2
2138,2550000,aksaray,185,2,5,Konut,Kombi Doğalgaz,13,6
2139,2600000,aksaray,110,,3,Konut,Doğalgaz Sobalı,1,4
2140,2250000,aksaray,130,2,4,Konut,Kombi Doğalgaz,7,5
2141,2290000,aksaray,140,1,4,Konut,Kombi Doğalgaz,4,4
2142,4650000,aksaray,102,2,4,Konut,Kombi Doğalgaz,18,2
2143,3490000,aksaray,160,2,5,Konut,Kombi Doğalgaz,1,6
2144,25900009,aksaray,140,2,4,Konut,Kombi Doğalgaz,0,5
2145,1050000,aksaray,42,3,2,Konut,Kombi Doğalgaz,1,3
2146,2650000,aksaray,140,1,4,Konut,Yerden Isıtma,4,5
2147,1150000,aksaray,40,2,2,Konut,Kombi Doğalgaz,0,4
2148,865000,aksaray,40,3,2,Konut,Kombi Doğalgaz,0,3
2149,1600000,aksaray,58,,2,Konut,Kombi Doğalgaz,0,4
2150,2500000,aksaray,132,2,4,Konut,Kombi Doğalgaz,7,5
2151,2480000,aksaray,140,2,4,Konut,Kombi Doğalgaz,0,5
2152,1125000,aksaray,65,1,3,Konut,Kombi Doğalgaz,7,5
2153,12850000,aksaray,240,,5,Konut,Kombi Doğalgaz,0,2
2154,895000,aksaray,100,3,3,Konut,Kombi Doğalgaz,25,3
2155,3400000,aksaray,140,3,4,Konut,Merkezi (Pay Ölçer),7,7
2156,15800004,aksaray,130,2,4,Konut,Kombi Doğalgaz,13,4
2157,9200004,aksaray,45,2,2,Konut,Kombi Doğalgaz,0,2
2158,2350000,aksaray,110,5,4,Konut,Yerden Isıtma,0,5
2159,29990003,aksaray,250,4,6,Konut,Kombi Doğalgaz,13,4
2160,2500000,aksaray,150,5,4,Konut,Kombi Doğalgaz,0,5
2161,21900003,aksaray,150,5,4,Konut,Kombi Doğalgaz,4,5
2162,8900000,aksaray,320,,7,Konut,Yerden Isıtma,0,2
2163,10500000,aksaray,621,,8,Konut,Doğalgaz Sobalı,18,2
2164,14800001,aksaray,135,6,4,Konut,Kombi Doğalgaz,25,7
