,fiyat,sehir,metrekare,Bulunduğu Kat,Oda Sayısı,Tür,Isıtma Tipi,Bina Yaş,Binanın Kat Sayısı
16479,12000004,kahramanmaras,67,3,2,Konut,Kombi Doğalgaz,7,3
16480,3100000,kahramanmaras,120,1,4,Konut,Kombi Doğalgaz,0,6
16481,3750000,kahramanmaras,155,,4,Konut,Kombi Doğalgaz,18,2
16482,2250000,kahramanmaras,145,5,4,Konut,Kombi Doğalgaz,7,7
16483,3750000,kahramanmaras,185,5,6,Konut,Kombi Doğalgaz,13,11
16484,2100000,kahramanmaras,108,3,4,Konut,Merkezi Kömür,0,6
16485,19800006,kahramanmaras,120,6,4,Konut,Kombi Doğalgaz,7,7
16486,2150000,kahramanmaras,110,3,4,Konut,Kombi Doğalgaz,7,8
16487,2140000,kahramanmaras,130,2,4,Konut,Merkezi Doğalgaz,25,9
16488,2850000,kahramanmaras,170,3,5,Konut,Kombi Doğalgaz,13,6
16489,1250000,kahramanmaras,95,1,3,Konut,Merkezi Doğalgaz,7,5
16490,2300000,kahramanmaras,135,3,4,Konut,Merkezi Doğalgaz,7,10
16491,2790000,kahramanmaras,155,10,5,Konut,Kombi Doğalgaz,7,10
16492,1700000,kahramanmaras,122,4,4,Konut,Kombi Doğalgaz,4,4
16493,135000010,kahramanmaras,100,2,3,Konut,Kombi Doğalgaz,18,4
16494,1300000,kahramanmaras,50,9,2,Konut,Kombi Doğalgaz,7,10
16495,18500002,kahramanmaras,175,1,5,Konut,Kombi Doğalgaz,13,9
16496,1445000,kahramanmaras,121,,4,Konut,Kombi Doğalgaz,3,7
16497,6750000,kahramanmaras,250,3,6,Konut,Merkezi Doğalgaz,0,7
16498,950000,kahramanmaras,55,7,2,Konut,Merkezi Doğalgaz,4,8
16499,1100000,kahramanmaras,95,1,4,Konut,Kombi Doğalgaz,25,5
16500,15300004,kahramanmaras,55,1,2,Konut,Kombi Doğalgaz,0,5
16501,18000004,kahramanmaras,115,1,4,Konut,Merkezi Doğalgaz,13,7
16502,1620000,kahramanmaras,135,,4,Konut,Merkezi Doğalgaz,7,10
16503,3000000,kahramanmaras,165,4,5,Konut,Kombi Doğalgaz,7,10
16504,1849000,kahramanmaras,130,2,4,Konut,Kombi Doğalgaz,7,4
16505,1650000,kahramanmaras,85,2,3,Konut,Kombi Doğalgaz,0,6
16506,1525000,kahramanmaras,75,2,3,Konut,Kombi Doğalgaz,7,5
16507,5525000,kahramanmaras,150,6,5,Konut,Merkezi (Pay Ölçer),0,8
16508,925000,kahramanmaras,40,3,2,Konut,Kombi Doğalgaz,7,3
16509,2250000,kahramanmaras,120,,4,Konut,Doğalgaz Sobalı,25,2
16510,13000000,kahramanmaras,288,9,6,Konut,Merkezi Doğalgaz,0,13
16511,4900000,kahramanmaras,120,,4,Konut,Kombi Doğalgaz,18,3
16512,2400000,kahramanmaras,140,6,5,Konut,Kombi Doğalgaz,7,9
16513,1550000,kahramanmaras,85,2,3,Konut,Kombi Doğalgaz,25,5
16514,1600000,kahramanmaras,85,3,3,Konut,Kombi Doğalgaz,0,5
16515,3950000,kahramanmaras,185,2,6,Konut,Merkezi Doğalgaz,7,11
16516,2000000,kahramanmaras,135,8,4,Konut,Kombi Doğalgaz,7,8
16517,1550000,kahramanmaras,55,3,2,Konut,Kombi Doğalgaz,0,5
16518,10500005,kahramanmaras,55,2,2,Konut,Merkezi (Pay Ölçer),4,10
16519,750000,kahramanmaras,45,3,2,Konut,Klimalı,7,4
16520,3800000,kahramanmaras,200,8,5,Konut,Kombi Doğalgaz,13,9
16521,3250000,kahramanmaras,120,7,4,Konut,Merkezi (Pay Ölçer),0,10
16522,1600000,kahramanmaras,95,4,3,Konut,Kombi Doğalgaz,0,5
16523,1650000,kahramanmaras,90,2,3,Konut,Kombi Doğalgaz,4,5
16524,1950000,kahramanmaras,85,1,3,Konut,Kombi Doğalgaz,0,7
16525,1550000,kahramanmaras,75,1,3,Konut,Kombi Doğalgaz,13,6
16526,2360000,kahramanmaras,155,8,5,Konut,Kombi Doğalgaz,13,8
16527,3000000,kahramanmaras,160,3,5,Konut,Kombi Doğalgaz,0,10
16528,1250000,kahramanmaras,85,3,3,Konut,Kombi Doğalgaz,4,5
16529,5245000,kahramanmaras,165,,4,Konut,Isı Pompası,0,2
16530,1800000,kahramanmaras,200,,4,Konut,Sobalı,18,2
16531,1390000,kahramanmaras,120,1,4,Konut,Merkezi Doğalgaz,1,8
16532,2700000,kahramanmaras,165,6,4,Konut,Merkezi Doğalgaz,13,7
16533,2190000,kahramanmaras,110,7,4,Konut,Merkezi Doğalgaz,1,7
16534,3500000,kahramanmaras,146,8,5,Konut,Merkezi (Pay Ölçer),0,10
16535,1500000,kahramanmaras,120,,4,Konut,Sobalı,18,1
16536,6400000,kahramanmaras,245,3,6,Konut,Kombi Doğalgaz,0,7
16537,1580000,kahramanmaras,100,2,3,Konut,Kombi Doğalgaz,1,2
16538,2350000,kahramanmaras,130,2,4,Konut,Kombi Doğalgaz,13,7
16539,1850000,kahramanmaras,120,2,4,Konut,Kombi Doğalgaz,18,5
16540,1650000,kahramanmaras,130,3,4,Konut,Kombi Doğalgaz,18,4
16541,3250000,kahramanmaras,145,10,5,Konut,Merkezi (Pay Ölçer),4,12
16542,30000008,kahramanmaras,200,8,5,Konut,Merkezi (Pay Ölçer),7,10
16543,1000000,kahramanmaras,150,,4,Konut,Kombi Doğalgaz,25,4
16544,5150000,kahramanmaras,220,7,6,Konut,Merkezi (Pay Ölçer),0,13
16545,2795000,kahramanmaras,160,1,5,Konut,Kombi Doğalgaz,0,8
16546,1600000,kahramanmaras,75,3,3,Konut,Kombi Doğalgaz,0,5
16547,4250000,kahramanmaras,165,5,5,Konut,Merkezi (Pay Ölçer),0,12
16548,1250000,kahramanmaras,75,3,3,Konut,Kombi Doğalgaz,0,6
16549,5500000,kahramanmaras,150,,5,Konut,Sobalı,0,2
16550,1850000,kahramanmaras,105,1,3,Konut,Kombi Doğalgaz,7,8
16551,2800000,kahramanmaras,165,9,4,Konut,Kombi Doğalgaz,1,9
16552,1500000,kahramanmaras,3,,4,Konut,Kombi Doğalgaz,18,1
16553,4240000,kahramanmaras,160,2,5,Konut,Merkezi (Pay Ölçer),0,9
16554,2400000,kahramanmaras,135,3,4,Konut,Kombi Doğalgaz,0,6
16555,1950000,kahramanmaras,100,1,3,Konut,Kombi Doğalgaz,0,6
16556,1750000,kahramanmaras,105,6,4,Konut,Kombi Doğalgaz,0,6
16557,3250000,kahramanmaras,115,4,4,Konut,Kombi Doğalgaz,0,5
16558,4250000,kahramanmaras,185,7,6,Konut,Kombi Doğalgaz,0,7
16559,2250000,kahramanmaras,115,2,4,Konut,Merkezi (Pay Ölçer),0,8
16560,2900000,kahramanmaras,185,3,6,Konut,Kombi Doğalgaz,7,13
16561,1400000,kahramanmaras,78,1,3,Konut,Kombi Doğalgaz,4,4
16562,1050000,kahramanmaras,90,,3,Konut,Sobalı,25,2
16563,1150000,kahramanmaras,45,3,2,Konut,Merkezi Doğalgaz,4,7
16564,2275000,kahramanmaras,130,2,4,Konut,Merkezi Doğalgaz,7,8
16565,2050000,kahramanmaras,130,7,4,Konut,Kombi Doğalgaz,13,11
16566,2120000,kahramanmaras,110,,4,Konut,Isıtma Yok,7,2
16567,2650000,kahramanmaras,120,10,4,Konut,Kombi Doğalgaz,0,10
16568,1600000,kahramanmaras,80,3,3,Konut,Kombi Fueloil,0,6
16569,1285000,kahramanmaras,70,2,3,Konut,Kombi Doğalgaz,7,4
16570,26500004,kahramanmaras,123,3,4,Konut,Kombi Doğalgaz,0,7
16571,1100000,kahramanmaras,55,2,2,Konut,Kat Kaloriferi,3,3
16572,1350000,kahramanmaras,77,1,3,Konut,Kombi Doğalgaz,7,6
16573,27500002,kahramanmaras,150,3,5,Konut,Kombi Doğalgaz,7,13
16574,2100000,kahramanmaras,115,2,4,Konut,Kombi Doğalgaz,0,3
16575,2035000,kahramanmaras,120,4,4,Konut,Kombi Doğalgaz,4,9
16576,6500000,kahramanmaras,230,3,6,Konut,Kombi Doğalgaz,0,8
16577,1370000,kahramanmaras,61,8,2,Konut,Kombi Doğalgaz,,9
16578,54900002,kahramanmaras,185,9,5,Konut,Merkezi Doğalgaz,4,12
16579,1200000,kahramanmaras,45,5,2,Konut,Merkezi Doğalgaz,4,7
16580,2800000,kahramanmaras,160,1,5,Konut,Kombi Doğalgaz,0,9
16581,2825000,kahramanmaras,135,3,4,Konut,Kombi Doğalgaz,7,12
16582,2500000,kahramanmaras,140,1,4,Konut,Kombi Doğalgaz,0,10
16583,1290000,kahramanmaras,85,3,3,Konut,Kombi Doğalgaz,0,3
16584,2090000,kahramanmaras,150,2,4,Konut,Kombi Doğalgaz,7,6
16585,1865000,kahramanmaras,115,1,4,Konut,Doğalgaz Sobalı,0,9
16586,4760000,kahramanmaras,180,2,5,Konut,Doğalgaz Sobalı,0,8
16587,4150000,kahramanmaras,180,3,5,Konut,Doğalgaz Sobalı,0,7
16588,3780000,kahramanmaras,155,9,5,Konut,Merkezi (Pay Ölçer),0,11
16589,3150000,kahramanmaras,150,6,5,Konut,Kombi Doğalgaz,7,8
16590,1850000,kahramanmaras,85,1,3,Konut,Kombi Doğalgaz,7,10
16591,5750000,kahramanmaras,185,8,5,Konut,Merkezi (Pay Ölçer),0,9
16592,2250000,kahramanmaras,100,7,3,Konut,Kombi Doğalgaz,0,8
16593,580000,kahramanmaras,70,,3,Konut,Sobalı,25,2
16594,2100000,kahramanmaras,126,6,4,Konut,Kombi Doğalgaz,,6
16595,1295000,kahramanmaras,65,4,2,Konut,Merkezi Doğalgaz,3,10
16596,2700000,kahramanmaras,115,4,4,Konut,Kombi Doğalgaz,7,6
16597,2135000,kahramanmaras,75,5,3,Konut,Kombi Doğalgaz,0,9
16598,4200000,kahramanmaras,175,7,5,Konut,Merkezi (Pay Ölçer),0,11
16599,38000001,kahramanmaras,170,9,5,Konut,Merkezi Doğalgaz,7,9
16600,4750000,kahramanmaras,235,2,5,Konut,Merkezi (Pay Ölçer),0,13
16601,4075000,kahramanmaras,150,5,5,Konut,Merkezi (Pay Ölçer),0,10
16602,1520000,kahramanmaras,90,2,2,Konut,Kombi Doğalgaz,1,5
16603,4650000,kahramanmaras,250,3,5,Konut,Merkezi Doğalgaz,7,10
16604,6200000,kahramanmaras,192,13,6,Konut,Merkezi Doğalgaz,0,13
16605,3700000,kahramanmaras,175,3,5,Konut,Kombi Doğalgaz,0,7
16606,5400000,kahramanmaras,285,2,6,Konut,Merkezi (Pay Ölçer),0,13
16607,2550000,kahramanmaras,128,4,4,Konut,Kombi Doğalgaz,0,9
16608,3210000,kahramanmaras,225,1,5,Konut,Merkezi Doğalgaz,7,11
16609,1150000,kahramanmaras,90,2,2,Konut,Kombi Doğalgaz,1,3
16610,1850000,kahramanmaras,68,7,2,Konut,Yerden Isıtma,0,9
16611,27950000,kahramanmaras,441,,,Konut,Merkezi Doğalgaz,7,5
16612,990000,kahramanmaras,40,2,2,Konut,Kombi Doğalgaz,7,3
16613,1100000,kahramanmaras,90,1,2,Konut,Güneş Enerjisi,13,4
16614,3850000,kahramanmaras,164,1,5,Konut,Merkezi Doğalgaz,3,8
16615,2850000,kahramanmaras,160,9,5,Konut,Kombi Doğalgaz,7,9
16616,325000017,kahramanmaras,200,8,5,Konut,Merkezi Doğalgaz,13,10
16617,1950000,kahramanmaras,130,1,4,Konut,Kombi Doğalgaz,7,10
16618,2200000,kahramanmaras,105,2,3,Konut,Kombi Doğalgaz,1,8
16619,2100000,kahramanmaras,120,4,4,Konut,Kombi Doğalgaz,4,7
16620,3075000,kahramanmaras,140,9,5,Konut,Merkezi Doğalgaz,7,10
16621,1570000,kahramanmaras,65,4,2,Konut,Merkezi Doğalgaz,3,10
16622,1250000,kahramanmaras,65,1,2,Konut,Kombi Doğalgaz,3,5
16623,2485000,kahramanmaras,155,1,5,Konut,Kombi Doğalgaz,7,7
16624,3745000,kahramanmaras,215,9,5,Konut,Merkezi Doğalgaz,13,11
16625,61000002,kahramanmaras,175,2,5,Konut,Merkezi (Pay Ölçer),0,8
16626,4200000,kahramanmaras,125,,3,Konut,Kombi Doğalgaz,13,2
16627,3200000,kahramanmaras,240,,3,Konut,Sobalı,18,2
16628,2495000,kahramanmaras,165,1,4,Konut,Kombi Doğalgaz,7,9
16629,1775000,kahramanmaras,140,3,4,Konut,Kombi Doğalgaz,13,4
16630,1500000,kahramanmaras,135,,4,Konut,Klimalı,18,1
16631,1450000,kahramanmaras,80,1,3,Konut,Klimalı,,8
16632,1590000,kahramanmaras,100,2,4,Konut,Kombi Doğalgaz,18,2
16633,13500004,kahramanmaras,72,4,2,Konut,Kombi Doğalgaz,18,4
16634,8250003,kahramanmaras,35,1,2,Konut,Kombi Doğalgaz,3,5
16635,5600000,kahramanmaras,230,3,6,Konut,Kombi Doğalgaz,7,9
16636,3650000,kahramanmaras,165,8,5,Konut,Kombi Doğalgaz,3,9
16637,940000,kahramanmaras,70,2,2,Konut,Klimalı,7,3
16638,1620000,kahramanmaras,80,3,3,Konut,Kombi Doğalgaz,3,5
16639,2000000,kahramanmaras,120,1,4,Konut,Kombi Doğalgaz,7,4
16640,975000,kahramanmaras,70,2,2,Konut,Kombi Doğalgaz,0,2
16641,2375000,kahramanmaras,125,3,4,Konut,Kombi Doğalgaz,0,7
16642,1100000,kahramanmaras,55,7,2,Konut,Merkezi (Pay Ölçer),4,10
16643,2450000,kahramanmaras,145,3,5,Konut,Merkezi Fueloil,7,13
16644,2500000,kahramanmaras,125,7,4,Konut,Merkezi Doğalgaz,3,9
16645,25500007,kahramanmaras,200,,5,Konut,Merkezi Doğalgaz,13,5
16646,4050000,kahramanmaras,150,2,5,Konut,Merkezi (Pay Ölçer),0,12
16647,2500000,kahramanmaras,190,7,5,Konut,Kombi Doğalgaz,4,7
16648,1600000,kahramanmaras,85,9,3,Konut,Kombi Doğalgaz,0,10
16649,7500007,kahramanmaras,50,3,2,Konut,Kombi Doğalgaz,7,4
16650,1490000,karabuk,120,1,4,Konut,Kombi Doğalgaz,25,4
16651,3200000,karabuk,128,4,,Konut,Kombi Doğalgaz,1,4
16652,3800000,karabuk,220,4,6,Konut,Kombi Doğalgaz,25,5
16653,2400000,karabuk,140,3,4,Konut,Kombi Doğalgaz,7,4
16654,1490000,karabuk,120,1,4,Konut,Kombi Doğalgaz,25,4
16655,3000000,karabuk,125,2,4,Konut,Kombi Doğalgaz,7,4
16656,2999000,karabuk,118,4,4,Konut,Kombi Doğalgaz,7,5
16657,1550000,karabuk,115,1,4,Konut,Kombi Doğalgaz,25,4
16658,1100000,karabuk,115,4,4,Konut,Doğalgaz Sobalı,25,4
16659,1270000,karabuk,85,2,3,Konut,Kombi Doğalgaz,25,5
16660,2050000,karabuk,105,3,3,Konut,Kombi Doğalgaz,25,3
16661,2000000,karabuk,120,,4,Konut,Kombi Doğalgaz,7,4
16662,2150000,karabuk,90,1,3,Konut,Kombi Doğalgaz,4,4
16663,1700000,karabuk,115,1,4,Konut,Kombi Doğalgaz,25,3
16664,2920000,karabuk,120,2,4,Konut,Kombi Doğalgaz,7,7
16665,1530000,karabuk,145,1,4,Konut,Kombi Doğalgaz,25,5
16666,1650000,karabuk,90,3,3,Konut,Kombi Doğalgaz,7,5
16667,3100000,karabuk,125,5,5,Konut,Kombi Doğalgaz,0,5
16668,3050000,karabuk,117,1,4,Konut,Kombi Doğalgaz,7,6
16669,2600000,karabuk,110,5,4,Konut,Kombi Doğalgaz,4,5
16670,475000,karabuk,41,,,Konut,Klimalı,7,1
16671,2100000,karabuk,120,2,4,Konut,Kombi Doğalgaz,25,4
16672,2750000,karabuk,98,2,3,Konut,Kombi Doğalgaz,7,5
16673,710000,karabuk,80,1,3,Konut,Klimalı,25,2
16674,1750000,karabuk,110,1,4,Konut,Merkezi (Pay Ölçer),7,4
16675,1980000,karabuk,80,4,3,Konut,Kombi Doğalgaz,4,4
16676,5100000,karabuk,202,4,5,Konut,Kombi Doğalgaz,13,5
16677,16500006,karabuk,110,1,4,Konut,Merkezi (Pay Ölçer),7,5
16678,105000016,karabuk,56,3,2,Konut,Kombi Doğalgaz,7,5
16679,1550000,karabuk,60,1,2,Konut,Kombi Doğalgaz,7,10
16680,14000006,karabuk,90,2,3,Konut,Kombi Doğalgaz,18,5
16681,950000,karabuk,85,2,3,Konut,Kombi Doğalgaz,25,4
16682,2850000,karabuk,145,2,4,Konut,Kombi Doğalgaz,13,5
16683,47500014,karabuk,175,,3,Konut,Kombi Doğalgaz,25,2
16684,1450000,karabuk,120,5,4,Konut,Kombi Doğalgaz,18,5
16685,6250000,karabuk,220,1,6,Konut,Kombi Doğalgaz,7,4
16686,4500000,karabuk,176,1,5,Konut,Merkezi (Pay Ölçer),0,3
16687,1420000,karabuk,90,,3,Konut,Kombi Doğalgaz,1,5
16688,1290000,karabuk,55,4,2,Konut,Kombi Doğalgaz,7,10
16689,1300000,karabuk,60,1,3,Konut,Kombi Doğalgaz,7,4
16690,17950003,karabuk,88,,4,Konut,Kombi Doğalgaz,7,5
16691,1510000,karabuk,60,7,2,Konut,Kombi Doğalgaz,7,9
16692,375000012,karabuk,125,2,4,Konut,Kombi Doğalgaz,7,4
16693,1895000,karabuk,80,1,3,Konut,Kombi Doğalgaz,7,5
16694,3400000,karabuk,115,3,4,Konut,Kombi Doğalgaz,4,4
16695,3500000,karabuk,145,1,4,Konut,Kombi Doğalgaz,0,5
16696,1750000,karabuk,125,1,4,Konut,Kombi Doğalgaz,7,5
16697,860000,karabuk,60,1,2,Konut,Kombi Doğalgaz,7,4
16698,890000,karabuk,115,1,4,Konut,Kombi Doğalgaz,13,5
16699,1670000,karabuk,80,1,3,Konut,Kombi Doğalgaz,,4
16700,1670000,karabuk,80,1,3,Konut,Kombi Doğalgaz,,4
16701,3950000,karabuk,205,3,,Konut,Kombi Doğalgaz,7,3
16702,1700000,karabuk,120,2,4,Konut,Kombi Doğalgaz,25,4
16703,1150000,karabuk,50,3,2,Konut,Kombi Doğalgaz,7,7
16704,965000,karabuk,50,3,2,Konut,Kombi Doğalgaz,7,4
16705,2500000,karabuk,125,5,4,Konut,Kombi Doğalgaz,7,5
16706,3950000,karabuk,135,3,4,Konut,Kombi Doğalgaz,3,4
16707,5750000,karabuk,300,,6,Konut,Sobalı,13,2
16708,990000,karabuk,55,1,2,Konut,Kombi Doğalgaz,7,6
16709,1400000,karabuk,50,,2,Konut,Kombi Doğalgaz,7,4
16710,4500000,karabuk,450,,4,Konut,Kombi Doğalgaz,0,2
16711,1800000,karabuk,100,,6,Konut,Sobalı,25,2
16712,3600000,karabuk,140,3,4,Konut,Kombi Doğalgaz,0,5
16713,1120000,karabuk,110,1,4,Konut,Kombi Doğalgaz,25,4
16714,2400000,karabuk,115,4,4,Konut,Kombi Doğalgaz,7,5
16715,3000000,karabuk,200,,6,Konut,Sobalı,25,2
16716,2300000,karabuk,130,1,4,Konut,Kombi Doğalgaz,13,5
16717,1100000,karabuk,149,,3,Konut,Sobalı,25,2
16718,1120000,karabuk,110,1,4,Konut,Kombi Doğalgaz,25,4
16719,2995000,karabuk,110,1,4,Konut,Kombi Doğalgaz,,5
16720,1795000,karabuk,110,1,4,Konut,Kombi Doğalgaz,0,3
16721,2000000,karabuk,110,3,4,Konut,Kombi Doğalgaz,18,5
16722,2050000,karabuk,110,1,4,Konut,Kombi Doğalgaz,0,3
16723,3250000,karabuk,130,3,4,Konut,Kombi Doğalgaz,0,4
16724,2850000,karabuk,115,4,4,Konut,Kombi Doğalgaz,0,4
16725,3225000,karabuk,128,1,,Konut,Kombi Doğalgaz,1,5
16726,13000002,karabuk,75,,3,Konut,Sobalı,7,1
16727,2630000,karabuk,150,2,4,Konut,Kombi Doğalgaz,7,4
16728,13500009,karabuk,75,2,3,Konut,Kombi Doğalgaz,25,2
16729,2130000,karabuk,150,,5,Konut,Kombi Doğalgaz,25,2
16730,3500000,karabuk,150,3,5,Konut,Kombi Doğalgaz,1,5
16731,1495000,karabuk,120,2,4,Konut,Kombi Doğalgaz,25,4
16732,2500000,karabuk,120,,4,Konut,Kombi Doğalgaz,7,5
16733,17000000,karabuk,1,,9,Konut,Kombi Doğalgaz,18,2
16734,1700000,karabuk,138,1,4,Konut,Kombi Doğalgaz,25,5
16735,1200000,karabuk,140,2,5,Konut,Kombi Doğalgaz,25,4
16736,6000000,karabuk,160,,4,Konut,Sobalı,25,2
16737,1210000,karabuk,95,2,3,Konut,Kombi Doğalgaz,18,5
16738,22500007,karabuk,130,1,4,Konut,Kombi Doğalgaz,13,4
16739,3200000,karabuk,120,2,4,Konut,Kombi Doğalgaz,0,4
16740,22500007,karabuk,140,1,4,Konut,Kombi Doğalgaz,7,4
16741,165000010,karabuk,115,2,3,Konut,Kombi Doğalgaz,7,6
16742,1200000,karabuk,50,1,2,Konut,Kombi Doğalgaz,7,4
16743,5000000,karabuk,136,1,,Konut,Kombi Doğalgaz,0,4
16744,4900000,karabuk,180,,5,Konut,Kombi Doğalgaz,7,2
16745,2750000,karabuk,115,2,4,Konut,Kombi Doğalgaz,0,5
16746,110000012,karabuk,50,3,2,Konut,Sobalı,18,3
16747,12500007,karabuk,55,4,2,Konut,Kombi Doğalgaz,7,4
16748,2150000,karabuk,120,1,4,Konut,Kombi Doğalgaz,7,4
16749,1895000,karabuk,130,4,4,Konut,Kombi Doğalgaz,18,4
16750,985000,karabuk,60,3,2,Konut,Kombi Doğalgaz,13,5
16751,4500000,karabuk,150,1,,Konut,Isıtma Yok,7,2
16752,895000,karabuk,50,2,2,Konut,Kombi Doğalgaz,7,4
16753,1025000021,karabuk,140,,5,Konut,Sobalı,25,2
16754,3275000,karabuk,115,2,4,Konut,Kombi Doğalgaz,0,3
16755,7200000,karabuk,90,,3,Konut,Sobalı,7,2
16756,7400001,karabuk,76,1,2,Konut,Kombi Doğalgaz,18,5
16757,460000016,karabuk,257,,9,Konut,Sobalı,25,2
16758,1750000,karabuk,200,,6,Konut,Sobalı,25,1
16759,700000,karabuk,60,7,2,Konut,Kombi Doğalgaz,13,7
16760,1550000,karabuk,100,,3,Konut,Sobalı,25,2
16761,3000000,karabuk,210,,6,Konut,Kombi Doğalgaz,18,2
16762,15500009,karabuk,50,6,2,Konut,Yerden Isıtma,7,10
16763,1500000,karabuk,95,2,3,Konut,Merkezi (Pay Ölçer),1,5
16764,950000,karabuk,55,2,2,Konut,Kombi Doğalgaz,7,5
16765,4650000,karabuk,1,,8,Konut,Kombi Doğalgaz,18,2
16766,3600000,karabuk,140,3,5,Konut,Kombi Doğalgaz,0,5
16767,16500001,karabuk,85,5,3,Konut,Merkezi (Pay Ölçer),7,6
16768,1910000,karabuk,95,6,3,Konut,Kombi Doğalgaz,13,6
16769,8000000,karabuk,400,,,Konut,Sobalı,25,3
16770,6000000,karabuk,410,,,Konut,Isıtma Yok,25,3
16771,2950000,karaman,155,1,4,Konut,Yerden Isıtma,0,4
16772,1600000,karaman,130,4,4,Konut,Kombi Doğalgaz,25,4
16773,2080000,karaman,145,2,3,Konut,Kombi Doğalgaz,13,4
16774,1750000,karaman,85,1,3,Konut,Merkezi (Pay Ölçer),1,4
16775,2425000,karaman,180,3,4,Konut,Kombi Doğalgaz,7,3
16776,980000,karaman,50,1,2,Konut,Kombi Doğalgaz,7,5
16777,1400000,karaman,135,4,4,Konut,Kombi Doğalgaz,18,4
16778,1950000,karaman,125,2,4,Konut,Kombi Doğalgaz,1,4
16779,1450000,karaman,90,5,3,Konut,Kombi Doğalgaz,7,6
16780,2025000,karaman,145,3,4,Konut,Kombi Doğalgaz,18,3
16781,1570000,karaman,130,3,4,Konut,Kombi Doğalgaz,18,4
16782,2650000,karaman,105,1,3,Konut,Kombi Doğalgaz,0,3
16783,2000000,karaman,100,1,3,Konut,Kombi Doğalgaz,0,3
16784,1550000,karaman,130,4,4,Konut,Kombi Doğalgaz,25,4
16785,2300000,karaman,160,11,4,Konut,Merkezi (Pay Ölçer),13,11
16786,1550000,karaman,70,3,3,Konut,Kombi Doğalgaz,4,5
16787,2900000,karaman,215,,7,Konut,Kombi Doğalgaz,7,4
16788,2330000,karaman,150,1,4,Konut,Kombi Doğalgaz,7,7
16789,2150000,karaman,125,1,4,Konut,Kombi Doğalgaz,7,3
16790,1850000,karaman,100,1,3,Konut,Kombi Doğalgaz,18,5
16791,2000000,karaman,100,,4,Konut,Kombi Doğalgaz,25,1
16792,1500000,karaman,75,1,3,Konut,Merkezi Kömür,,4
16793,2750000,karaman,150,3,4,Konut,Merkezi Doğalgaz,13,4
16794,1400000,karaman,50,2,2,Konut,Kombi Doğalgaz,7,5
16795,1950000,karaman,125,2,4,Konut,Kombi Doğalgaz,1,4
16796,2200000,karaman,150,2,4,Konut,Kombi Doğalgaz,13,4
16797,3500000,karaman,150,2,4,Konut,Kombi Doğalgaz,1,4
16798,1100000,karaman,120,,3,Konut,Kombi Doğalgaz,25,3
16799,1500000,karaman,110,,3,Konut,Kombi Doğalgaz,13,3
16800,1895000,karaman,155,2,4,Konut,Kombi Doğalgaz,18,3
16801,1050000,karaman,55,2,2,Konut,Kombi Doğalgaz,0,3
16802,3500000,karaman,150,2,4,Konut,Kombi Doğalgaz,7,4
16803,2900000,karaman,150,4,4,Konut,Merkezi Doğalgaz,7,4
16804,1600000,karaman,130,4,4,Konut,Kombi Doğalgaz,25,4
16805,2650000,karaman,105,1,3,Konut,Yerden Isıtma,0,3
16806,2025000,karaman,140,4,4,Konut,Kombi Doğalgaz,18,4
16807,1400000,karaman,135,4,4,Konut,Kombi Doğalgaz,18,4
16808,2950000,karaman,155,1,4,Konut,Yerden Isıtma,0,4
16809,1950000,karaman,115,3,3,Konut,Kombi Doğalgaz,25,3
16810,14000000,karaman,169,,4,Konut,Kombi Doğalgaz,13,4
16811,2080000,karaman,145,2,3,Konut,Kombi Doğalgaz,13,4
16812,2100000,karaman,180,2,4,Konut,Kombi Doğalgaz,13,4
16813,1570000,karaman,130,4,4,Konut,Kombi Doğalgaz,18,4
16814,1080000,karaman,70,2,2,Konut,Kat Kaloriferi,7,3
16815,1450000,karaman,90,5,3,Konut,Kombi Doğalgaz,7,6
16816,2000000,karaman,100,1,3,Konut,Yerden Isıtma,0,3
16817,2650000,karaman,160,2,4,Konut,Kombi Doğalgaz,7,4
16818,980000,karaman,50,1,2,Konut,Kombi Doğalgaz,7,5
16819,1275000,karaman,55,3,2,Konut,Yerden Isıtma,7,4
16820,1850000,karaman,92,,3,Konut,Merkezi Doğalgaz,1,9
16821,2250000,karaman,92,,3,Konut,Merkezi Doğalgaz,1,9
16822,3250000,karaman,138,,4,Konut,Merkezi Doğalgaz,1,9
16823,3250000,karaman,123,,4,Konut,Merkezi Doğalgaz,1,9
16824,2550000,karaman,103,1,3,Konut,Kombi Doğalgaz,0,2
16825,2150000,karaman,100,2,3,Konut,Kombi Doğalgaz,,5
16826,16000006,karaman,125,2,4,Konut,Kombi Doğalgaz,18,5
16827,2355000,karaman,160,6,4,Konut,Kombi Doğalgaz,7,7
16828,2199000,karaman,135,1,4,Konut,Kombi Doğalgaz,4,10
16829,2025000,karaman,145,3,4,Konut,Kombi Doğalgaz,18,3
16830,2000000,karaman,160,,4,Konut,Kombi Doğalgaz,7,3
16831,2800000,karaman,140,1,4,Konut,Yerden Isıtma,0,15
16832,1900000,karaman,125,2,4,Konut,Kombi Doğalgaz,25,3
16833,6000000,karaman,290,,7,Konut,Kombi Doğalgaz,7,4
16834,1650000,karaman,105,3,3,Konut,Kombi Doğalgaz,7,4
16835,1275000,karaman,65,3,2,Konut,Kombi Doğalgaz,7,3
16836,3500000,karaman,176,1,5,Konut,Yerden Isıtma,,9
16837,1475000,karaman,100,4,3,Konut,Kombi Doğalgaz,7,6
